Mod:Item:MetaData, Localized Name
immersiveengineering:bullet:2, Homing Cartridge
immersiveengineering:bullet:2, Crystalized Will Cartridge
immersiveengineering:bullet:2, Wolfpack Cartridge
immersiveengineering:chemthrower, Chemical Thrower
immersiveengineering:railgun, Railgun
immersiveengineering:skyhook, Engineer's Skyhook
immersiveengineering:toolupgrade:0, Pressurized Air Tank
immersiveengineering:toolupgrade:1, Advanced Lubrication System
immersiveengineering:toolupgrade:2, Additional Augers
immersiveengineering:toolupgrade:3, Large Tank
immersiveengineering:toolupgrade:4, Bayonet
immersiveengineering:toolupgrade:5, Extended Magazine
immersiveengineering:toolupgrade:6, Amplifier Electron Tubes
immersiveengineering:toolupgrade:7, Focused Nozzle
immersiveengineering:toolupgrade:8, Precision Scope
immersiveengineering:toolupgrade:9, Additional Capacitors
immersiveengineering:toolupgrade:10, Flashbulb
immersiveengineering:toolupgrade:11, Shock Emitters
immersiveengineering:toolupgrade:12, Magnetic Glove
immersiveengineering:toolupgrade:13, Multitank
immersiveengineering:shader, Shader
immersiveengineering:shader_bag, Shader Grabbag
immersiveengineering:earmuffs, Ear Defenders
immersiveengineering:coresample, Core Sample
immersiveengineering:graphite_electrode, Graphite Electrode
immersiveengineering:faraday_suit_feet, Faraday Boots
immersiveengineering:faraday_suit_legs, Faraday Leggings
immersiveengineering:faraday_suit_chest, Faraday Chestplate
immersiveengineering:faraday_suit_head, Faraday Helmet
immersiveengineering:fluorescent_tube, Fluorescent Tube
immersiveengineering:powerpack, Capacitor Backpack
immersiveengineering:shield, Heavy Plated Shield
immersiveengineering:maintenance_kit, Maintenance Kit
cryosimadditions:block_blood_leaves, Blessed Blood Leaves
cryosimadditions:block_blood_resin_log, Blessed Blood Resin Log
cryosimadditions:blessed_sapling, Blessed Blood Sapling
deepmoblearning:machine_casing, Soot-covered Machine Casing
deepmoblearning:infused_ingot_block, Glitch Infused Block
deepmoblearning:simulation_chamber, Simulation Chamber
deepmoblearning:extraction_chamber, Loot Fabricator
deepmoblearning:trial_keystone, Trial Keystone
deepmoblearning:soot_covered_redstone, Soot-covered Redstone
deepmoblearning:soot_covered_plate, Soot-covered Plate
deepmoblearning:polymer_clay, Polymer Clay
deepmoblearning:deep_learner, §bDeep Learner§r
deepmoblearning:data_model_blank, Blank Data Model
deepmoblearning:creative_model_learner, Creative Model Learner
deepmoblearning:trial_key, §bTrial Key§r
deepmoblearning:glitch_heart, §bCorrupted Glitch Heart§r
deepmoblearning:glitch_fragment, §bUnstable Glitch Fragment§r
deepmoblearning:glitch_infused_ingot, §bGlitch Infused Ingot§r
deepmoblearning:glitch_infused_helmet, §bGlitch Infused Helmet§r
deepmoblearning:glitch_infused_chestplate, §bGlitch Infused Chestplate§r
deepmoblearning:glitch_infused_leggings, §bGlitch Infused Leggings§r
deepmoblearning:glitch_infused_boots, §bGlitch Infused Greaves§r
deepmoblearning:glitch_infused_sword, §bGlitch Infused Sword§r
deepmoblearning:data_model_zombie, §bZombie Data Model§r
deepmoblearning:data_model_skeleton, §bSkeleton Data Model§r
deepmoblearning:data_model_creeper, §bCreeper Data Model§r
deepmoblearning:data_model_spider, §bSpider Data Model§r
deepmoblearning:data_model_slime, §bSlime Data Model§r
deepmoblearning:data_model_witch, §bWitch Data Model§r
deepmoblearning:data_model_blaze, §bBlaze Data Model§r
deepmoblearning:data_model_ghast, §bGhast Data Model§r
deepmoblearning:data_model_wither_skeleton, §bWither Skeleton Data Model§r
deepmoblearning:data_model_enderman, §bEnderman Data Model§r
deepmoblearning:data_model_wither, §bWither Data Model§r
deepmoblearning:data_model_dragon, §bEnder Dragon Data Model§r
deepmoblearning:data_model_shulker, §bShulker Data Model§r
deepmoblearning:data_model_guardian, §bGuardian Data Model§r
deepmoblearning:data_model_thermal_elemental, §bThermal Elemental Data Model§r
deepmoblearning:data_model_tinker_slime, §bBlue Slime Data Model§r
deepmoblearning:living_matter_overworldian, Overworldian Matter
deepmoblearning:living_matter_hellish, Hellish Matter
deepmoblearning:living_matter_extraterrestrial, Extraterrestrial Matter
deepmoblearning:pristine_matter_zombie, Pristine Zombie Matter
deepmoblearning:pristine_matter_skeleton, Pristine Skeleton Matter
deepmoblearning:pristine_matter_creeper, Pristine Creeper Matter
deepmoblearning:pristine_matter_spider, Pristine Spider Matter
deepmoblearning:pristine_matter_slime, Pristine Slime Matter
deepmoblearning:pristine_matter_witch, Pristine Witch Matter
deepmoblearning:pristine_matter_blaze, Pristine Blaze Matter
deepmoblearning:pristine_matter_ghast, Pristine Ghast Matter
deepmoblearning:pristine_matter_wither_skeleton, Pristine Wither Skeleton Matter
deepmoblearning:pristine_matter_enderman, Pristine Enderman Matter
deepmoblearning:pristine_matter_wither, Pristine Wither Matter
deepmoblearning:pristine_matter_dragon, Pristine Ender Dragon Matter
deepmoblearning:pristine_matter_shulker, Pristine Shulker Matter
deepmoblearning:pristine_matter_guardian, Pristine Guardian Matter
deepmoblearning:pristine_matter_thermal_elemental, Pristine Thermal Elemental Matter
deepmoblearning:pristine_matter_tinker_slime, Pristine Blue Slime Matter
deepmoblearningbm:digital_agonizer, Digital Mob Agonizer
deepmoblearningbm:altar_linker, Altar Linker
exnihilocreatio:hammer_wood, Wooden Hammer
exnihilocreatio:hammer_stone, Stone Hammer
exnihilocreatio:hammer_iron, Iron Hammer
exnihilocreatio:hammer_diamond, Diamond Hammer
exnihilocreatio:hammer_gold, Gold Hammer
exnihilocreatio:item_mesh:1, String Mesh
exnihilocreatio:item_mesh:2, Flint Stiffened Mesh
exnihilocreatio:item_mesh:3, Iron Stiffened Mesh
exnihilocreatio:item_mesh:4, Diamond Stiffened Mesh
exnihilocreatio:item_material:1, Porcelain Clay
exnihilocreatio:item_material:2, Silkworm
exnihilocreatio:item_material:3, Ancient Spores
exnihilocreatio:item_material:4, Grass Seeds
exnihilocreatio:item_material:5, Porcelain Doll
exnihilocreatio:item_material:6, Stone Rod
exnihilocreatio:item_material:7, Stone Gear
exnihilocreatio:item_cooked_silkworm, Cooked Silkworm
exnihilocreatio:item_pebble:0, Stone Pebble
exnihilocreatio:item_pebble:1, Granite Pebble
exnihilocreatio:item_pebble:2, Diorite Pebble
exnihilocreatio:item_pebble:3, Andesite Pebble
exnihilocreatio:item_doll:0, Blazing Doll
exnihilocreatio:item_doll:1, Creeping Doll
exnihilocreatio:item_doll:2, Floating Doll
exnihilocreatio:item_doll:3, Protecting Doll
exnihilocreatio:item_doll:4, Freezing Doll
exnihilocreatio:item_doll:5, Breezing Doll
exnihilocreatio:item_doll:6, Crushing Doll
exnihilocreatio:item_doll:7, Oozing Doll
exnihilocreatio:item_seed_oak, Oak Seed
exnihilocreatio:item_seed_spruce, Spruce Seed
exnihilocreatio:item_seed_birch, Birch Seed
exnihilocreatio:item_seed_jungle, Jungle Seed
exnihilocreatio:item_seed_acacia, Acacia Seed
exnihilocreatio:item_seed_darkoak, Dark Oak Seed
exnihilocreatio:item_seed_cactus, Cactus Seed
exnihilocreatio:item_seed_sugarcane, Sugarcane Seed
exnihilocreatio:item_seed_carrot, Carrot Seeds
exnihilocreatio:item_seed_potato, Potato Seeds
exnihilocreatio:block_skystone_crushed, Crushed Sky Stone
exnihilocreatio:witchwater, Witchwater
exnihilocreatio:block_dust, Dust
exnihilocreatio:block_netherrack_crushed, Crushed Netherrack
exnihilocreatio:block_endstone_crushed, Crushed Endstone
exnihilocreatio:block_andesite_crushed, Crushed Andesite
exnihilocreatio:block_diorite_crushed, Crushed Diorite
exnihilocreatio:block_granite_crushed, Crushed Granite
exnihilocreatio:block_barrel0, Wooden Barrel
exnihilocreatio:block_barrel1, Stone Barrel
exnihilocreatio:block_infesting_leaves, Infested Leaves
exnihilocreatio:block_infested_leaves, Infested Leaves
exnihilocreatio:block_sieve, Sieve
exnihilocreatio:block_crucible_wood, Wooden Crucible
exnihilocreatio:block_waterwheel, Waterwheel
exnihilocreatio:block_axle_stone, Stone Axle
exnihilocreatio:block_grinder, Grinder [WIP! Does nothing yet!]
exnihilocreatio:block_auto_sifter, Auto Sifter
exnihilocreatio:block_end_cake, End Cake
exnihilocreatio:block_crucible:0, Unfired Crucible
exnihilocreatio:block_crucible:1, Crucible
fertilization:compressed_bonemeal, Compressed Bone Meal
fertilization:extremely_compressed_bonemeal, Extremely Compressed Bone Meal
fertilization:florists_bonemeal, Florist's Bone Meal
gamestagebooks:ie_stage, item.gamestagebooks.ie_stage.name
gamestagebooks:ticon_stage, item.gamestagebooks.ticon_stage.name
gamestagebooks:as_stage, item.gamestagebooks.as_stage.name
gamestagebooks:bm_stage, item.gamestagebooks.bm_stage.name
gamestagebooks:ae2_stage, item.gamestagebooks.ae2_stage.name
hooked:hook:0, Wooden Hook
hooked:hook:1, Iron Hook
hooked:hook:2, Diamond Hook
hooked:hook:3, Red Hook
hooked:hook:4, Ender Hook
hooked:microcrafting:0, Plant Fiber
hooked:microcrafting:1, Rope
hooked:microcrafting:2, Iron Chain Link
hooked:microcrafting:3, Iron Chain
mekanism:electricbow, Electric Bow
mekanism:dust:0, Iron Dust
mekanism:dust:1, Gold Dust
mekanism:dust:2, Osmium Dust
mekanism:dust:3, Copper Dust
mekanism:dust:4, Tin Dust
mekanism:dust:5, Silver Dust
mekanism:dust:6, Lead Dust
mekanism:ingot:0, Refined Obsidian Ingot
mekanism:ingot:1, Osmium Ingot
mekanism:ingot:2, Bronze Ingot
mekanism:ingot:3, Glowstone Ingot
mekanism:ingot:4, Steel Ingot
mekanism:ingot:5, Copper Ingot
mekanism:ingot:6, Tin Ingot
mekanism:nugget:0, Refined Obsidian Nugget
mekanism:nugget:1, Osmium Nugget
mekanism:nugget:2, Bronze Nugget
mekanism:nugget:3, Glowstone Nugget
mekanism:nugget:4, Steel Nugget
mekanism:nugget:5, Copper Nugget
mekanism:nugget:6, Tin Nugget
mekanism:energytablet, Energy Tablet
mekanism:speedupgrade, Speed Upgrade
mekanism:energyupgrade, Energy Upgrade
mekanism:filterupgrade, Filter Upgrade
mekanism:mufflingupgrade, Muffling Upgrade
mekanism:gasupgrade, Gas Upgrade
mekanism:anchorupgrade, Anchor Upgrade
mekanism:robit, Robit
mekanism:atomicdisassembler, Atomic Disassembler
mekanism:enrichedalloy, Enriched Alloy
mekanism:reinforcedalloy, Reinforced Alloy
mekanism:atomicalloy, Atomic Alloy
mekanism:itemproxy, item.ItemProxy.name
mekanism:controlcircuit:0, Basic Control Circuit
mekanism:controlcircuit:1, Advanced Control Circuit
mekanism:controlcircuit:2, Elite Control Circuit
mekanism:controlcircuit:3, Ultimate Control Circuit
mekanism:enrichediron, Enriched Iron
mekanism:compressedcarbon, Compressed Carbon
mekanism:compressedredstone, Compressed Redstone
mekanism:compresseddiamond, Compressed Diamond
mekanism:compressedobsidian, Compressed Obsidian
mekanism:portableteleporter, Portable Teleporter
mekanism:teleportationcore, Teleportation Core
mekanism:clump:0, Iron Clump
mekanism:clump:1, Gold Clump
mekanism:clump:2, Osmium Clump
mekanism:clump:3, Copper Clump
mekanism:clump:4, Tin Clump
mekanism:clump:5, Silver Clump
mekanism:clump:6, Lead Clump
mekanism:dirtydust:0, Dirty Iron Dust
mekanism:dirtydust:1, Dirty Gold Dust
mekanism:dirtydust:2, Dirty Osmium Dust
mekanism:dirtydust:3, Dirty Copper Dust
mekanism:dirtydust:4, Dirty Tin Dust
mekanism:dirtydust:5, Dirty Silver Dust
mekanism:dirtydust:6, Dirty Lead Dust
mekanism:configurator, Configurator
mekanism:networkreader, Network Reader
mekanism:walkietalkie, Walkie-Talkie
mekanism:jetpack, Jetpack
mekanism:dictionary, Dictionary
mekanism:gasmask, Gas Mask
mekanism:scubatank, Scuba Tank
mekanism:balloon:0, §8Black Balloon
mekanism:balloon:1, §cRed Balloon
mekanism:balloon:2, §2Green Balloon
mekanism:balloon:3, §6Brown Balloon
mekanism:balloon:4, §1Blue Balloon
mekanism:balloon:5, §5Purple Balloon
mekanism:balloon:6, §3Cyan Balloon
mekanism:balloon:7, §7Light Grey Balloon
mekanism:balloon:8, §8Grey Balloon
mekanism:balloon:9, §dPink Balloon
mekanism:balloon:10, §aLime Balloon
mekanism:balloon:11, §eYellow Balloon
mekanism:balloon:12, §9Light Blue Balloon
mekanism:balloon:13, §dMagenta Balloon
mekanism:balloon:14, §6Orange Balloon
mekanism:balloon:15, §fWhite Balloon
mekanism:shard:0, Iron Shard
mekanism:shard:1, Gold Shard
mekanism:shard:2, Osmium Shard
mekanism:shard:3, Copper Shard
mekanism:shard:4, Tin Shard
mekanism:shard:5, Silver Shard
mekanism:shard:6, Lead Shard
mekanism:electrolyticcore, Electrolytic Core
mekanism:sawdust, Sawdust
mekanism:salt, Salt
mekanism:crystal:0, Iron Crystal
mekanism:crystal:1, Gold Crystal
mekanism:crystal:2, Osmium Crystal
mekanism:crystal:3, Copper Crystal
mekanism:crystal:4, Tin Crystal
mekanism:crystal:5, Silver Crystal
mekanism:crystal:6, Lead Crystal
mekanism:freerunners, Free Runners
mekanism:armoredjetpack, Armored Jetpack
mekanism:configurationcard, Configuration Card
mekanism:craftingformula, Crafting Formula
mekanism:seismicreader, Seismic Reader
mekanism:substrate, Substrate
mekanism:polyethene:0, HDPE Pellet
mekanism:polyethene:1, HDPE Rod
mekanism:polyethene:2, HDPE Sheet
mekanism:polyethene:3, PlaStick
mekanism:biofuel, Bio Fuel
mekanism:flamethrower, Flamethrower
mekanism:gaugedropper, Gauge Dropper
mekanism:tierinstaller:0, Basic Tier Installer
mekanism:tierinstaller:1, Advanced Tier Installer
mekanism:tierinstaller:2, Elite Tier Installer
mekanism:tierinstaller:3, Ultimate Tier Installer
mekanism:otherdust:0, Diamond Dust
mekanism:otherdust:1, Steel Dust
mekanism:otherdust:3, Sulfur Dust
mekanism:otherdust:4, Lithium Dust
mekanism:otherdust:5, Refined Obsidian Dust
mekanism:otherdust:6, Obsidian Dust
mekanism:basicblock:0, Osmium Block
mekanism:basicblock:1, Bronze Block
mekanism:basicblock:2, Refined Obsidian
mekanism:basicblock:3, Charcoal Block
mekanism:basicblock:4, Refined Glowstone
mekanism:basicblock:5, Steel Block
mekanism:basicblock:6, Basic Bin
mekanism:basicblock:6, Advanced Bin
mekanism:basicblock:6, Elite Bin
mekanism:basicblock:6, Ultimate Bin
mekanism:basicblock:6, Creative Bin
mekanism:basicblock:7, Teleporter Frame
mekanism:basicblock:8, Steel Casing
mekanism:basicblock:9, Dynamic Tank
mekanism:basicblock:10, Structural Glass
mekanism:basicblock:11, Dynamic Valve
mekanism:basicblock:12, Copper Block
mekanism:basicblock:13, Tin Block
mekanism:basicblock:14, Thermal Evaporation Controller
mekanism:basicblock:15, Thermal Evaporation Valve
mekanism:basicblock2:0, Thermal Evaporation Block
mekanism:basicblock2:1, Induction Casing
mekanism:basicblock2:2, Induction Port
mekanism:basicblock2:3, Basic Induction Cell
mekanism:basicblock2:3, Advanced Induction Cell
mekanism:basicblock2:3, Elite Induction Cell
mekanism:basicblock2:3, Ultimate Induction Cell
mekanism:basicblock2:4, Basic Induction Provider
mekanism:basicblock2:4, Advanced Induction Provider
mekanism:basicblock2:4, Elite Induction Provider
mekanism:basicblock2:4, Ultimate Induction Provider
mekanism:basicblock2:5, Superheating Element
mekanism:basicblock2:6, Pressure Disperser
mekanism:basicblock2:7, Boiler Casing
mekanism:basicblock2:8, Boiler Valve
mekanism:basicblock2:9, Security Desk
mekanism:machineblock:0, Enrichment Chamber
mekanism:machineblock:1, Osmium Compressor
mekanism:machineblock:2, Combiner
mekanism:machineblock:3, Crusher
mekanism:machineblock:4, Digital Miner
mekanism:machineblock:5, Basic Smelting Factory
mekanism:machineblock:5, Basic Enriching Factory
mekanism:machineblock:5, Basic Crushing Factory
mekanism:machineblock:5, Basic Compressing Factory
mekanism:machineblock:5, Basic Combining Factory
mekanism:machineblock:5, Basic Purifying Factory
mekanism:machineblock:5, Basic Injecting Factory
mekanism:machineblock:5, Basic Infusing Factory
mekanism:machineblock:5, Basic Sawing Factory
mekanism:machineblock:6, Advanced Smelting Factory
mekanism:machineblock:6, Advanced Enriching Factory
mekanism:machineblock:6, Advanced Crushing Factory
mekanism:machineblock:6, Advanced Compressing Factory
mekanism:machineblock:6, Advanced Combining Factory
mekanism:machineblock:6, Advanced Purifying Factory
mekanism:machineblock:6, Advanced Injecting Factory
mekanism:machineblock:6, Advanced Infusing Factory
mekanism:machineblock:6, Advanced Sawing Factory
mekanism:machineblock:7, Elite Smelting Factory
mekanism:machineblock:7, Elite Enriching Factory
mekanism:machineblock:7, Elite Crushing Factory
mekanism:machineblock:7, Elite Compressing Factory
mekanism:machineblock:7, Elite Combining Factory
mekanism:machineblock:7, Elite Purifying Factory
mekanism:machineblock:7, Elite Injecting Factory
mekanism:machineblock:7, Elite Infusing Factory
mekanism:machineblock:7, Elite Sawing Factory
mekanism:machineblock:8, Metallurgic Infuser
mekanism:machineblock:9, Purification Chamber
mekanism:machineblock:10, Energized Smelter
mekanism:machineblock:11, Teleporter
mekanism:machineblock:12, Electric Pump
mekanism:machineblock:13, Personal Chest
mekanism:machineblock:14, Chargepad
mekanism:machineblock:15, Logistical Sorter
mekanism:machineblock2:0, Rotary Condensentrator
mekanism:machineblock2:1, Chemical Oxidizer
mekanism:machineblock2:2, Chemical Infuser
mekanism:machineblock2:3, Chemical Injection Chamber
mekanism:machineblock2:4, Electrolytic Separator
mekanism:machineblock2:5, Precision Sawmill
mekanism:machineblock2:6, Chemical Dissolution Chamber
mekanism:machineblock2:7, Chemical Washer
mekanism:machineblock2:8, Chemical Crystallizer
mekanism:machineblock2:9, Seismic Vibrator
mekanism:machineblock2:10, Pressurized Reaction Chamber
mekanism:machineblock2:11, Basic Fluid Tank
